Title,Duration,Artist,Album,Scrobles,Year,Added_Date,Genre,Released_Date
Russky Cockney,2:37,Oxxxymiron,Вечный жид,19,2011,18.09.2016 3:26,Хип-хоп/рэп,03.09.2011
Skin,4:48,Mac Miller,The Divine Feminine,22,2016,16.09.2016 22:11,Hip-Hop,16.09.2016
На песке,3:41,Da Gudda Jazz,По полам,19,2015,16.09.2016 21:22,Хип-хоп/рэп,25.01.2015
Congratulations (feat. Bilal),4:16,Mac Miller,The Divine Feminine,27,2016,16.09.2016 21:11,Хип-хоп,16.09.2016
Dang! (feat. Anderson .Paak),5:05,MAC MILLER,The Divine Feminine,84,2016,16.09.2016 21:11,Hip-Hop,16.09.2016
Stay,5:26,Mac Miller,The Divine Feminine,30,2016,16.09.2016 21:11,Хип-хоп,16.09.2016
Cinderella (feat. Ty Dolla $ign),8:00,Mac Miller,The Divine Feminine,23,2016,16.09.2016 21:11,Хип-хоп,16.09.2016
Soulmate,4:33,Mac Miller,The Divine Feminine,37,2016,16.09.2016 21:11,Хип-хоп,16.09.2016
My Favorite Part (feat. Ariana Grande),3:36,Mac Miller,The Divine Feminine,53,2016,16.09.2016 21:11,Хип-хоп,09.09.2016
"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",8:21,Mac Miller,The Divine Feminine,16,2016,16.09.2016 21:11,Хип-хоп,16.09.2016
Где мои деньги?,3:12,NEL,VSOP - EP,34,2015,16.09.2016 10:16,Hip Hop/Rap,05.12.2015
Hennessy Flow,3:27,NEL,VSOP - EP,46,2015,16.09.2016 10:16,Hip Hop/Rap,05.12.2015
Semi-Automatic,4:15,twenty one pilots,Vessel,15,2012,16.09.2016 10:08,Alternative,26.12.2012
Truce,2:23,twenty one pilots,Vessel,19,2012,16.09.2016 10:08,Alternative,26.12.2012
Goner,3:57,twenty one pilots,Blurryface,19,2015,16.09.2016 10:08,Alternative,17.05.2015
Мне хорошо с тобой (feat. BK),3:07,NEL,VSOP - EP,48,2015,16.09.2016 9:16,Hip Hop/Rap,05.12.2015
The Pantaloon,3:33,twenty one pilots,twenty one pilots,21,2009,16.09.2016 9:08,Rock,29.12.2009
Addict With a Pen,4:46,twenty one pilots,twenty one pilots,16,2009,16.09.2016 9:08,Рок,29.12.2009
Trapdoor,4:37,Twenty One Pilots,twenty one pilots,12,2009,16.09.2016 9:08,Rock,29.12.2009
Isle of Flightless Birds,5:46,twenty one pilots,twenty one pilots,39,2009,16.09.2016 9:08,Рок,29.12.2009
Migraine,3:59,twenty one pilots,Vessel,24,2012,16.09.2016 9:08,Alternative,17.07.2012
The Run and Go,3:49,twenty one pilots,Vessel,32,2012,16.09.2016 9:08,Alternative,26.12.2012
Guns For Hands,4:33,twenty one pilots,Vessel,17,2011,16.09.2016 9:08,Альтернативная музыка,08.07.2011
Lane Boy,4:13,Twenty One Pilots,Blurryface,49,2015,16.09.2016 9:08,Alternative,19.05.2015
Не сон,3:17,NEL,VSOP - EP,25,2015,16.09.2016 8:16,Хип-хоп/рэп,05.12.2015
"Hennessy Flow, Pt. 2 (feat. L’One)",3:50,NEL,VS - Single,28,2016,16.09.2016 8:16,Хип-хоп/рэп,15.07.2016
Mazal Tov,3:00,NEL,VS - Single,21,2016,16.09.2016 8:16,Хип-хоп/рэп,15.07.2016
Марс (feat. Nel),3:56,L'One,Марс (feat. Nel) - Single,21,2015,16.09.2016 8:16,Хип-хоп/рэп,24.03.2015
Standing In the Rain,3:22,"Action Bronson, Mark Ronson & Dan Auerbach",Suicide Squad: The Album,18,2016,16.09.2016 8:09,Хип-хоп/рэп,02.08.2016
"Sucker for Pain (with Logic, Ty Dolla $ign & X Ambassadors)",4:04,"Lil Wayne, Wiz Khalifa & Imagine Dragons",Suicide Squad: The Album,23,2016,16.09.2016 8:08,Хип-хоп/рэп,24.06.2016
Heathens,3:16,Twenty One Pilots,Suicide Squad: The Album,68,2016,16.09.2016 8:08,Alternative,05.08.2016
Implicit Demand for Proof,4:52,twenty one pilots,twenty one pilots,13,2009,16.09.2016 8:08,Рок,29.12.2009
Fall Away,3:02,twenty one pilots,twenty one pilots,14,2009,16.09.2016 8:08,Рок,29.12.2009
March to the Sea,5:32,twenty one pilots,twenty one pilots,14,2009,16.09.2016 8:08,Рок,29.12.2009
Johnny Boy,4:39,twenty one pilots,twenty one pilots,72,2009,16.09.2016 8:08,Рок,29.12.2009
Air Catcher,4:14,twenty one pilots,twenty one pilots,29,2009,16.09.2016 8:08,Рок,29.12.2009
"A Car, a Torch, a Death",4:34,twenty one pilots,twenty one pilots,10,2009,16.09.2016 8:08,Рок,29.12.2009
Taxi Cab,4:46,twenty one pilots,twenty one pilots,17,2009,16.09.2016 8:08,Рок,29.12.2009
Before You Start Your Day,3:53,twenty one pilots,twenty one pilots,20,2009,16.09.2016 8:08,Рок,29.12.2009
Ode To Sleep,5:08,twenty one pilots,Vessel,39,2011,16.09.2016 8:08,Альтернативная музыка,08.07.2011
Holding On To You,4:24,twenty one pilots,Vessel,26,2012,16.09.2016 8:08,Альтернативная музыка,11.09.2012
House of Gold,2:44,twenty one pilots,Vessel,23,2012,16.09.2016 8:08,Альтернативная музыка,26.12.2012
Car Radio,4:28,twenty one pilots,Vessel,23,2011,16.09.2016 8:08,Альтернативная музыка,08.07.2011
Screen,3:49,twenty one pilots,Vessel,11,2012,16.09.2016 8:08,Alternative,26.12.2012
Fake You Out,3:51,twenty one pilots,Vessel,22,2012,16.09.2016 8:08,Альтернативная музыка,26.12.2012
Trees,4:27,twenty one pilots,Vessel,45,2011,16.09.2016 8:08,Альтернативная музыка,08.07.2011
Heavydirtysoul,3:55,twenty one pilots,Blurryface,95,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
Stressed Out,3:22,Twenty One Pilots,Blurryface,60,2015,16.09.2016 8:08,Alternative,19.05.2015
Ride,3:35,twenty one pilots,Blurryface,23,2015,16.09.2016 8:08,Альтернативная музыка,12.05.2015
Fairly Local,3:27,twenty one pilots,Blurryface,29,2015,16.09.2016 8:08,Альтернативная музыка,17.03.2015
Tear In My Heart,3:08,twenty one pilots,Blurryface,30,2015,16.09.2016 8:08,Альтернативная музыка,06.04.2015
The Judge,4:58,twenty one pilots,Blurryface,23,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
Doubt,3:11,twenty one pilots,Blurryface,25,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
Polarize,3:47,twenty one pilots,Blurryface,40,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
We Don't Believe What's On TV,2:57,twenty one pilots,Blurryface,27,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
Message Man,4:00,twenty one pilots,Blurryface,33,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
Hometown,3:55,twenty one pilots,Blurryface,77,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
Not Today,3:58,twenty one pilots,Blurryface,43,2015,16.09.2016 8:08,Альтернативная музыка,17.05.2015
Shutdown,3:09,Skepta,Konnichiwa,12,2015,15.09.2016 21:17,Hip Hop/Rap,06.05.2016
The Golden Throne,4:11,Temples,Sun Structures,54,2014,15.09.2016 21:03,Rock,10.02.2014
London,3:59,Benjamin Clementine,At Least For Now (Deluxe),53,2015,15.09.2016 20:59,Альтернативная музыка,30.03.2015
Ni**as In Paris,3:39,JAY-Z & Kanye West,Watch the Throne (Deluxe),27,2011,15.09.2016 20:34,Хип-хоп/рэп,08.08.2011
E.B.A.H.,4:03,Tech N9ne,E.B.A.H.,40,2012,15.09.2016 20:34,Hip Hop/Rap,18.09.2012
Athens Freestyle / Evolution (feat. Oxxxymiron & Porchy),3:49,Loqiemean,My Little Dead Boy,17,2016,15.09.2016 5:11,Electronic,20.04.2016
Kulak,3:12,Loqiemean,My Little Dead Boy,15,2016,15.09.2016 5:11,Electronic,20.04.2016
C'mon (feat. GRiZ),3:57,Big Gigantic,Brighter Future,19,2016,15.09.2016 5:11,Electronic,26.08.2016
Brighter Future (feat. Naaz),3:47,Big Gigantic,Brighter Future,14,2016,15.09.2016 5:11,Electronic,26.08.2016
Куда Надо Смотреть,3:42,Каста,"Громче Воды, Выше Травы",25,2002,15.09.2016 5:03,Хип-хоп/рэп,10.04.2002
Victim's Revenge,4:10,Loqiemean,My Little Dead Boy,23,2016,15.09.2016 4:11,Electronic,20.04.2016
Eyesed (feat. Убийцы Crystal),3:42,Loqiemean,My Little Dead Boy,24,2016,15.09.2016 4:11,Electronic,20.04.2016
The River,3:43,Loqiemean,My Little Dead Boy,12,2016,15.09.2016 4:11,Electronic,20.04.2016
The Little Things (feat. Angela McCluskey),4:47,Big Gigantic,Brighter Future,23,2016,15.09.2016 4:11,Electronic,26.08.2016
No Apologies (feat. Natalie Cressman),3:35,Big Gigantic,Brighter Future,34,2016,15.09.2016 4:11,Electronic,26.08.2016
Wide Open (feat. Cherub),4:40,Big Gigantic,Brighter Future,11,2016,15.09.2016 4:11,Electronic,26.08.2016
One Man Party,2:38,Loqiemean,My Little Dead Boy,25,2016,15.09.2016 3:11,Электронная музыка,20.04.2016
Athens,3:07,Loqiemean,My Little Dead Boy,19,2016,15.09.2016 3:11,Electronic,20.04.2016
Dawgs (feat. Kovalevsky),3:45,Loqiemean,My Little Dead Boy,8,2016,15.09.2016 3:11,Электронная музыка,20.04.2016
Dionis (feat. Shimmy),4:02,Loqiemean,My Little Dead Boy,20,2016,15.09.2016 3:11,Электронная музыка,20.04.2016
All of Me (feat. Logic & ROZES),3:48,Big Gigantic,Brighter Future,32,2016,15.09.2016 3:11,Электронная музыка,26.08.2016
Got the Love (feat. Jennifer Hartswick),5:06,Big Gigantic,Brighter Future,13,2016,15.09.2016 3:11,Electronic,26.08.2016
I've Gotta Know (feat. Jennifer Hartswick),4:41,Big Gigantic,Brighter Future,20,2016,15.09.2016 3:11,Электронная музыка,26.08.2016
Bring the Funk Back,3:47,Big Gigantic,Brighter Future,24,2016,15.09.2016 3:11,Электронная музыка,26.08.2016
Stunner,4:48,Milky Chance,Sadnecessary,50,2013,14.09.2016 23:18,Pop,05.04.2013
Running,4:28,Milky Chance,Sadnecessary,23,2013,14.09.2016 23:18,Поп-музыка,31.05.2013
Indigo,1:26,Milky Chance,Sadnecessary,13,2013,14.09.2016 23:18,Pop,31.05.2013
Sweet Sun,4:34,Milky Chance,Sadnecessary,51,2013,14.09.2016 23:18,Pop,31.05.2013
Flashed Junk Mind,4:22,Milky Chance,Sadnecessary,30,2013,14.09.2016 22:18,Поп-музыка,03.05.2013
Becoming,2:24,Milky Chance,Sadnecessary,19,2013,14.09.2016 22:18,Поп-музыка,31.05.2013
Sadnecessary,4:58,Milky Chance,Sadnecessary,27,2013,14.09.2016 22:18,Поп-музыка,31.05.2013
Down By the River,4:01,Milky Chance,Sadnecessary,32,2013,14.09.2016 22:18,Поп-музыка,31.05.2013
Fairytale,4:16,Milky Chance,Sadnecessary,18,2013,14.09.2016 22:18,Поп-музыка,31.05.2013
Feathery (Bonus Track),4:24,Milky Chance,Sadnecessary,18,2013,14.09.2016 22:18,Поп-музыка,31.05.2013
Loveland (Bonus Track),4:00,Milky Chance,Sadnecessary,26,2013,14.09.2016 22:18,Поп-музыка,31.05.2013
Stolen Dance,5:16,Milky Chance,Танцевальный рай 33,49,2013,14.09.2016 22:18,Поп-музыка,05.04.2013
Дома,3:33,Скриптонит,Дом с нормальными явлениями,23,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Оставь это нам,1:40,Скриптонит,Дом с нормальными явлениями,13,2015,14.09.2016 21:49,Hip Hop/Rap,24.11.2015
Вниз,3:44,Скриптонит,Дом с нормальными явлениями,24,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Коньяк,2:22,Скриптонит,Дом с нормальными явлениями,15,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Океан,3:38,Скриптонит,Дом с нормальными явлениями,15,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Притон,3:56,Скриптонит,Дом с нормальными явлениями,28,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Танцуй сама,4:37,Скриптонит,Дом с нормальными явлениями,22,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Сука тащит нас на дно (feat. Юрик Четверг & Truwer),6:51,Скриптонит,Дом с нормальными явлениями,16,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Сны,4:00,Скриптонит,Дом с нормальными явлениями,19,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
100 поцелуев,2:36,Скриптонит,Дом с нормальными явлениями,21,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Бумажки (feat. Юрик Четверг),5:22,Скриптонит,Дом с нормальными явлениями,20,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Лям,4:37,Скриптонит,Дом с нормальными явлениями,23,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Стиль (Другая версия) [feat. ATL],6:47,Скриптонит,Дом с нормальными явлениями,16,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Я не улыбаюсь (feat. Юрик Четверг),4:40,Скриптонит,Дом с нормальными явлениями,23,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Вечеринка,6:03,Скриптонит,Дом с нормальными явлениями,34,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Это любовь,4:39,Скриптонит,Дом с нормальными явлениями,32,2015,14.09.2016 21:49,Хип-хоп/рэп,24.11.2015
Lovely Thing Suite: Conversations,3:40,Watsky,x Infinity,20,2016,14.09.2016 7:14,Хип-хоп,19.08.2016
Champion,2:48,Канье Уэст,Graduation,32,2007,14.09.2016 1:28,Hip Hop/Rap,11.09.2007
Homecoming,3:24,Канье Уэст,Graduation,18,2007,14.09.2016 1:28,Hip Hop/Rap,11.09.2007
Flashing Lights,3:57,Канье Уэст,Graduation,14,2007,14.09.2016 0:28,Hip Hop/Rap,11.09.2007
Stronger,5:12,Kanye West,Graduation,26,2007,13.09.2016 23:28,Хип-хоп/рэп,31.07.2007
I Wonder,4:03,Kanye West,Graduation,15,2007,13.09.2016 23:28,Хип-хоп/рэп,11.09.2007
Good Life,3:27,Kanye West,Graduation,15,2007,13.09.2016 23:28,Хип-хоп/рэп,11.09.2007
The Glory,3:33,Kanye West,Graduation,13,2007,13.09.2016 23:28,Хип-хоп/рэп,11.09.2007
BMX (feat. Blueprint & Rob Sonic),3:35,Aesop Rock,Skelethon (Deluxe Version),17,2012,13.09.2016 18:57,Хип-хоп/рэп,10.07.2012
Leisureforce,4:44,Aesop Rock,Skelethon (Deluxe Version),17,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Cycles to Gehenna,4:01,Aesop Rock,Skelethon (Deluxe Version),20,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Zero Dark Thirty,3:21,Aesop Rock,Skelethon (Deluxe Version),26,2012,13.09.2016 17:57,Хип-хоп/рэп,17.04.2012
Fryerstarter,3:29,Aesop Rock,Skelethon (Deluxe Version),20,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Ruby '81,2:34,Aesop Rock,Skelethon (Deluxe Version),28,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Crows 1,4:20,Aesop Rock,Skelethon (Deluxe Version),27,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Grace,3:39,Aesop Rock,Skelethon (Deluxe Version),21,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Gopher Guts,3:58,Aesop Rock,Skelethon (Deluxe Version),20,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Dokken Rules (feat. Rob Sonic),4:00,Aesop Rock,Skelethon (Deluxe Version),27,2012,13.09.2016 17:57,Хип-хоп/рэп,10.07.2012
Mystery Fish,3:09,Aesop Rock,The Impossible Kid,21,2016,12.09.2016 13:20,Hip Hop/Rap,29.04.2016
Water Tower,3:51,Aesop Rock,The Impossible Kid,19,2016,12.09.2016 13:20,Hip Hop/Rap,29.04.2016
Rings,3:47,Aesop Rock,The Impossible Kid,55,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
Dorks,3:33,Aesop Rock,The Impossible Kid,21,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
Supercell,3:51,Aesop Rock,The Impossible Kid,17,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
Blood Sandwich,4:25,Aesop Rock,The Impossible Kid,21,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
Kirby,2:47,Aesop Rock,The Impossible Kid,19,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
TUFF,3:51,Aesop Rock,The Impossible Kid,19,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
Lazy Eye,2:45,Aesop Rock,The Impossible Kid,17,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
Molecules,3:24,Aesop Rock,The Impossible Kid,19,2016,12.09.2016 12:20,Хип-хоп/рэп,29.04.2016
Ii. Worldstar,4:05,Childish Gambino,Because the Internet,18,2013,12.09.2016 8:34,Hip Hop/Rap,10.12.2013
I. Crawl,3:29,Childish Gambino,Because the Internet,27,2013,12.09.2016 7:38,Хип-хоп/рэп,10.12.2013
Bonfire,3:15,Childish Gambino,Camp,29,2011,12.09.2016 7:34,Hip Hop/Rap,17.09.2011
II. zealots of stockholm [free information],4:51,Childish Gambino,Because the Internet,29,2013,12.09.2016 7:33,Хип-хоп/рэп,10.12.2013
We Sink,3:34,CHVRCHES,The Bones of What You Believe,19,2013,11.09.2016 23:26,Electronic,20.09.2013
Lies,3:41,CHVRCHES,The Bones of What You Believe,14,2013,11.09.2016 23:26,Electronic,20.09.2013
Recover,3:46,CHVRCHES,The Bones of What You Believe,18,2013,11.09.2016 22:26,Electronic,20.09.2013
Чёрные трубы,4:09,43ai,Реверс - EP,35,2016,11.09.2016 22:10,Хип-хоп/рэп,24.08.2016
Безостановочная,4:26,43ai,Реверс - EP,20,2016,11.09.2016 22:10,Hip Hop/Rap,24.08.2016
Heartbeat,4:33,Childish Gambino,Camp,22,2011,11.09.2016 21:46,Hip Hop/Rap,15.11.2011
Не е**т (feat. Митя Блинов-Марсель),3:47,Карандаш,Американщина 2,17,2012,11.09.2016 21:44,Хип-хоп/рэп,01.01.2012
Выиграть (feat. Lenin),3:57,Карандаш,Американщина 2,24,2012,11.09.2016 21:44,Хип-хоп/рэп,05.09.2012
До магазина,3:27,Карандаш,Американщина 2,22,2012,11.09.2016 21:44,Хип-хоп/рэп,05.09.2012
Двор,3:54,Карандаш,Американщина 2,18,2012,11.09.2016 21:44,Хип-хоп/рэп,05.09.2012
Соловьи (feat. Смоки Мо),3:26,Карандаш,Американщина 2,25,2012,11.09.2016 21:43,Хип-хоп/рэп,05.09.2012
Не включай (Scratch by Dj Mos),3:21,Карандаш,Американщина 2,32,2012,11.09.2016 21:43,Хип-хоп/рэп,05.09.2012
Интро,1:26,Карандаш,Американщина 2,26,2012,11.09.2016 21:43,Хип-хоп/рэп,05.09.2012
Gun,3:54,CHVRCHES,The Bones of What You Believe,16,2013,11.09.2016 21:26,Электронная музыка,15.07.2013
Science/Visions,3:58,CHVRCHES,The Bones of What You Believe,21,2013,11.09.2016 21:26,Электронная музыка,20.09.2013
By the Throat,4:09,CHVRCHES,The Bones of What You Believe,11,2013,11.09.2016 21:26,Электронная музыка,20.09.2013
The Mother We Share (We Were Promised Jetpacks Remix) [Bonus Track],5:59,CHVRCHES,The Bones of What You Believe,15,2013,11.09.2016 21:26,Электронная музыка,20.09.2013
Поезд,3:26,25/17,Русский подорожник,16,2014,11.09.2016 17:59,Alternative Rap,13.09.2014
Отец,3:16,25/17,Русский подорожник,9,2014,11.09.2016 17:59,Alternative Rap,13.09.2014
Подорожник,3:17,25/17,Русский подорожник,14,2014,11.09.2016 16:59,Альтернативный рэп,13.09.2014
Чернотроп,3:50,25/17,Русский подорожник,14,2014,11.09.2016 16:59,Альтернативный рэп,13.09.2014
Горький туман,3:49,25/17,Русский подорожник,23,2014,11.09.2016 16:59,Альтернативный рэп,13.09.2014
Волчонок,3:19,25/17,Русский подорожник,13,2014,11.09.2016 16:59,Альтернативный рэп,13.09.2014
